Name, Default Value, Allowed Values, Modifiable, Source, Apply Type, Data Type, Description
"session_track_transaction_info",,"OFF,STATE,CHARACTERISTICS",true,"engine-default","dynamic","string","Track changes to the transaction attributes."
"sha256_password_auto_generate_rsa_keys",,"0,1",false,"engine-default","static","boolean","Controls whether the server autogenerates RSA private/public key-pair files in the data directory."
"sha256_password_proxy_users",,"0,1",true,"engine-default","dynamic","boolean"," Controls whether the sha256_password built-in authentication plugin supports proxy users."
"show_compatibility_56",,"0,1",true,"engine-default","dynamic","boolean","Enable MySQL 5.6 compatability for certain system and status variables."
"show_old_temporals",,"0,1",true,"engine-default","dynamic","boolean","Whether SHOW CREATE TABLE output includes comments to flag temporal columns found to be in pre-5.6.4 format."
"skip-character-set-client-handshake",,"0,1",true,"engine-default","static","boolean","Ignore character set information sent by the client."
"skip-slave-start","1","0,1",false,"system","static","boolean","Tells the slave server not to start the slave threads when the server starts."
"skip_external_locking",,"0,1",false,"engine-default","static","boolean","Uses OS locking instead of internal"
"skip_name_resolve",,"0,1",true,"engine-default","static","boolean","Host names are not resolved. All Host column values in the grant tables must be IP numbers or localhost."
"skip_show_database",,"0,1",true,"engine-default","static","boolean","SHOW DATABASES statement is allowed only to users who have the SHOW DATABASES privilege"
"slave_allow_batching",,"0,1",true,"engine-default","dynamic","boolean","Whether or not batched updates are enabled on replication slaves."
"slave_checkpoint_group",,"32-524280",true,"engine-default","dynamic","integer","Sets the maximum number of transactions that can be processed by a multi-threaded slave before a checkpoint operation is called to update its status as shown by SHOW SLAVE STATUS."
"slave_checkpoint_period",,"1-4294967295",true,"engine-default","dynamic","integer","Sets the maximum time (in milliseconds) that is allowed to pass before a checkpoint operation is called to update the status of a multi-threaded slave as shown by SHOW SLAVE STATUS."
"slave_compressed_protocol",,"0,1",true,"engine-default","dynamic","boolean","Whether to use compression of the slave/master protocol if both the slave and the master support it."
"slave_parallel_type",,"DATABASE,LOGICAL_CLOCK",true,"engine-default","static","string","Enable parallel execution on the slave of all uncommitted threads already in the prepare phase, without violating consistency."
"slave_parallel_workers",,"0-1024",true,"engine-default","dynamic","integer","Sets the number of slave worker threads for executing replication events (transactions) in parallel. Setting this variable to 0 (the default) disables parallel execution."
"slave_pending_jobs_size_max",,"1024-18446744073709547520",true,"engine-default","dynamic","integer","For multithreaded slaves, this option sets the maximum amount of memory (in bytes) available to slave worker queues holding events not yet applied."
"slave_preserve_commit_order",,"0,1",true,"engine-default","dynamic","boolean","Enable parallel execution on the slave of all uncommitted threads already in the prepare phase, without violating consistency."
"slave_rows_search_algorithms",,"TABLE_SCAN,INDEX_SCAN,HASH_SCAN",true,"engine-default","dynamic","list","When preparing batches of rows for row-based logging and replication, this variable controls how the rows are searched for matches???that is, whether or not hashing is used for searches using a primary or unique key, using some other key, or using no key at all."
"slave_sql_verify_checksum",,"0,1",true,"engine-default","dynamic","boolean","When this option is enabled, the slave examines checksums read from the relay log, in the event of a mismatch, the slave stops with an error."
"slave_transaction_retries",,"0-18446744073709551615",true,"engine-default","dynamic","boolean","If a replication slave SQL thread fails to execute a transaction because of an InnoDB deadlock or because the transaction's execution time exceeded InnoDB's innodb_lock_wait_timeout, it automatically retries slave_transaction_retries times before stopping with an error."
"slave_type_conversions",,"ALL_LOSSY,ALL_NON_LOSSY,ALL_SIGNED,ALL_UNSIGNED",true,"engine-default","static","list","Controls the type conversion mode in effect on the slave when using row-based replication"
"slow_launch_time",,"0-31536000",true,"engine-default","dynamic","integer","Increments Slow_launch_threads if creating thread takes longer than this many seconds."
"slow_query_log",,"0,1",true,"engine-default","dynamic","boolean","Enable or disable the slow query log"
"slow_query_log_file","/rdsdbdata/log/slowquery/mysql-slowquery.log",,false,"system","dynamic","string","Location of the mysql slow query log file."
"socket","/tmp/mysql.sock",,false,"system","static","string","(UNIX) socket file and (WINDOWS) named pipe used for local connections."
"sort_buffer_size",,"32768-18446744073709551615",true,"engine-default","dynamic","integer","Larger value improves perf for ORDER BY or GROUP BY operations."
"sql_mode","NO_ENGINE_SUBSTITUTION","ALLOW_INVALID_DATES,ANSI_QUOTES,ERROR_FOR_DIVISION_BY_ZERO,HIGH_NOT_PRECEDENCE,IGNORE_SPACE,NO_AUTO_CREATE_USER,NO_AUTO_VALUE_ON_ZERO,NO_BACKSLASH_ESCAPES,NO_DIR_IN_CREATE,NO_ENGINE_SUBSTITUTION,NO_FIELD_OPTIONS,NO_KEY_OPTIONS,NO_TABLE_OPTIONS,NO_UNSIGNED_SUBTRACTION,NO_ZERO_DATE,NO_ZERO_IN_DATE,ONLY_FULL_GROUP_BY,PAD_CHAR_TO_FULL_LENGTH,PIPES_AS_CONCAT,REAL_AS_FLOAT,STRICT_ALL_TABLES,STRICT_TRANS_TABLES,ANSI,DB2,MAXDB,MSSQL,MYSQL323,MYSQL40,ORACLE,POSTGRESQL,TRADITIONAL",true,"system","dynamic","list","Current SQL Server Mode."
"sql_select_limit",,"0-18446744073709551615",true,"engine-default","dynamic","integer","The maximum number of rows to return from SELECT statements."
"stored_program_cache",,"256-524288",true,"engine-default","dynamic","integer","Sets a soft upper limit for the number of cached stored routines per connection."
"super_read_only",,"0,1",false,"engine-default","dynamic","boolean","Whether client connections to the server are required to use some form of secure transport."
"sync_binlog","1","0-18446744073709547520",true,"system","dynamic","integer","Sync binlog (MySQL flush to disk or rely on OS)"
"sync_frm",,"0,1",true,"engine-default","dynamic","boolean","For non-temporary tables controls if .frm file is sync'ed to disk."
"sync_master_info",,"0-18446744073709547520",true,"engine-default","dynamic","integer","If the value of this variable is greater than 0, a replication slave synchronizes its master.info file to disk (using fdatasync()) after every sync_master_info events."
"sync_relay_log",,"0-18446744073709547520",true,"engine-default","dynamic","integer","If the value of this variable is greater than 0, the MySQL server synchronizes its relay log to disk (using fdatasync()) after every sync_relay_log writes to the relay log."
"sync_relay_log_info",,"0-18446744073709547520",true,"engine-default","dynamic","integer","If the value of this variable is greater than 0, a replication slave synchronizes its relay-log.info file to disk (using fdatasync()) after every sync_relay_log_info transactions."
"sysdate-is-now",,"0,1",true,"engine-default","static","boolean","Causes SYSYDATE() to be an alias for NOW(). Replication related"
"table_definition_cache",,"-1,400-524288",true,"engine-default","dynamic","integer","The number of table definitions that can be stored in the definition cache"
"table_open_cache",,"1-524288",true,"engine-default","dynamic","integer","The number of open tables for all threads. Increasing this value increases the number of file descriptors."
"table_open_cache_instances","16","1-16",true,"system","static","integer","The number of open tables cache instances."
"temp-pool",,"0,1",true,"engine-default","static","boolean","This option causes most temporary files created by the server to use a small set of names, rather than a unique name for each new file. This works around a problem in the Linux kernel dealing with creating many new files with different names."
"thread_cache_size",,"0-16384",true,"engine-default","dynamic","integer","Number of threads to be cached. Doesn't improve perf for good thread implementations."
"thread_stack","262144","131072-18446744073709547520",true,"engine-default","static","integer","If the thread stack size is too small, it limits the complexity of the SQL statements that the server can handle, the recursion depth of stored procedures, and other memory-consuming actions."
"time_zone",,"Africa/Cairo,Africa/Casablanca,Africa/Harare,Africa/Monrovia,Africa/Nairobi,Africa/Tripoli,Africa/Windhoek,America/Araguaina,America/Asuncion,America/Bogota,America/Caracas,America/Chihuahua,America/Cuiaba,America/Denver,America/Fortaleza,America/Guatemala,America/Halifax,America/Manaus,America/Matamoros,America/Monterrey,America/Montevideo,America/Phoenix,America/Santiago,America/Tijuana,Asia/Amman,Asia/Ashgabat,Asia/Baghdad,Asia/Baku,Asia/Bangkok,Asia/Beirut,Asia/Calcutta,Asia/Damascus,Asia/Dhaka,Asia/Irkutsk,Asia/Jerusalem,Asia/Kabul,Asia/Karachi,Asia/Kathmandu,Asia/Krasnoyarsk,Asia/Magadan,Asia/Muscat,Asia/Novosibirsk,Asia/Riyadh,Asia/Seoul,Asia/Shanghai,Asia/Singapore,Asia/Taipei,Asia/Tehran,Asia/Tokyo,Asia/Ulaanbaatar,Asia/Vladivostok,Asia/Yakutsk,Asia/Yerevan,Atlantic/Azores,Australia/Adelaide,Australia/Brisbane,Australia/Darwin,Australia/Hobart,Australia/Perth,Australia/Sydney,Canada/Newfoundland,Canada/Saskatchewan,Brazil/East,Europe/Amsterdam,Europe/Athens,Europe/Dublin,Europe/Helsinki,Europe/Istanbul,Europe/Kaliningrad,Europe/Moscow,Europe/Paris,Europe/Prague,Europe/Sarajevo,Pacific/Auckland,Pacific/Fiji,Pacific/Guam,Pacific/Honolulu,Pacific/Samoa,US/Alaska,US/Central,US/Eastern,US/East-Indiana,US/Pacific,UTC",true,"engine-default","dynamic","string","The server time zone"
"tls_version",,"TLSv1,TLSv1.1",false,"engine-default","static","list","The protocols permitted by the server for encrypted connections."
"tmp_table_size",,"1024-18446744073709551615",true,"engine-default","dynamic","integer","If an in-memory temporary table exceeds the limit, MySQL automatically converts it to an on-disk MyISAM table. Increased value can improve perf for many advanced GROUP BY queries."
"tmpdir","/rdsdbdata/tmp",,false,"system","static","string","The directory used for temporary files and temporary tables"
"transaction_alloc_block_size",,"1024-18446744073709547520",true,"engine-default","dynamic","integer","The amount in bytes by which to increase a per-transaction memory pool which needs memory."
"transaction_prealloc_size",,"1024-18446744073709547520",true,"engine-default","dynamic","integer","There is a per-transaction memory pool from which various transaction-related allocations take memory. For every allocation that cannot be satisfied from the pool because it has insufficient memory available, the pool is incremented."
"transaction_write_set_extraction",,"OFF,MURMUR32",false,"engine-default","dynamic","string","Reserved for future use."
"tx_isolation",,"READ-UNCOMMITTED,READ-COMMITTED,REPEATABLE-READ,SERIALIZABLE",true,"engine-default","dynamic","string","Sets the default transaction isolation level."
"updatable_views_with_limit",,"0,1",true,"engine-default","dynamic","boolean","This variable controls whether updates to a view can be made when the view does not contain all columns of the primary key defined in the underlying table, if the update statement contains a LIMIT clause (Often generated by GUI tools)."
"validate-password",,"ON,OFF,FORCE,FORCE_PLUS_PERMANENT",false,"engine-default","static","string","This option controls how the server loads the validate_password plugin at startup."
"validate_password_dictionary_file",,,false,"engine-default","static","string","The path name of the dictionary file used by the validate_password plugin for checking passwords."
"validate_password_length",,"0-2147483647",false,"engine-default","dynamic","integer","The path name of the dictionary file used by the validate_password plugin for checking passwords."
"validate_password_mixed_case_count",,"0-2147483647",false,"engine-default","dynamic","integer","The minimum number of lowercase and uppercase characters that passwords checked by the validate_password plugin must have if the password policy is MEDIUM or stronger."
"validate_password_number_count",,"0-2147483647",false,"engine-default","dynamic","integer","The minimum number of numeric (digit) characters that passwords checked by the validate_password plugin must have if the password policy is MEDIUM or stronger."
"validate_password_policy",,"LOW,MEDIUM,STRONG",false,"engine-default","dynamic","string","The password policy enforced by the validate_password plugin."
"validate_password_special_char_count",,"0-2147483647",false,"engine-default","dynamic","integer","The minimum number of nonalphanumeric characters that passwords checked by the validate_password plugin must have if the password policy is MEDIUM or stronger."
"wait_timeout",,"1-31536000",true,"engine-default","dynamic","integer","The number of seconds the server waits for activity on a non-interactive TCP/IP or UNIX File connection before closing it."
